"iyear","multiple","success","suicide","nperps","nperpcap","nkill","nwound","nhostkid","ransomamt","ransompaid","nreleased","region_txt","gname"
1970,0,1,0,4,0,0,0,1,15000,15000,1,"Central America & Caribbean","Sandinista National Liberation Front (FSLN)"
1970,0,0,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,1,0,0,1,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,0,0,1,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,5,0,0,0,1,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,1,250000,0,1,"South America","Other"
1970,0,1,0,4,0,1,0,1,0,0,1,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,0,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,1,1,1,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,4,2,2,0,0,0,"North America","Other"
1970,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1970,0,1,0,4,0,1,7,0,0,0,0,"North America","Other"
1970,0,0,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1970,0,1,0,5,0,0,0,1,0,0,1,"South America","Other"
1970,0,1,0,4,0,1,0,0,0,0,0,"North America","Other"
1970,0,1,0,6,0,0,0,-99,0,0,0,"South America","Other"
1970,0,0,0,1,1,0,1,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,2,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,0,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1970,1,1,0,2,0,0,0,155,0,0,155,"Western Europe","Other"
1970,0,1,0,2,0,0,0,155,0,0,155,"Western Europe","Other"
1970,0,1,0,9,0,0,0,175,0,0,175,"Western Europe","Other"
1970,0,0,0,2,0,1,0,-99,0,0,0,"Middle East & North Africa","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"Eastern Europe","Other"
1970,0,1,0,3,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,1,0,0,1,"Middle East & North Africa","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,3,0,0,3,"Western Europe","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,6,0,0,2,0,0,0,0,"South America","Other"
1970,0,1,0,1,0,1,1,0,0,0,0,"North America","Other"
1970,0,1,0,5,0,1,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,0,0,4,0,0,0,1,0,0,0,"South America","Other"
1970,0,0,0,2,0,0,0,-99,0,0,0,"North America","Jewish Defense League (JDL)"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,4,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,2,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"Australasia & Oceania","Croatian Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,1,1,0,16,0,0,2,0,0,0,0,"North America","Other"
1970,0,1,0,7,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,11,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,12,0,0,2,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1970,0,1,0,5,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1970,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,5,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,1,0,0,1,"Western Europe","Basque Fatherland and Freedom (ETA)"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,5,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,6,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1970,0,1,0,5,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,5,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,5,0,0,0,0,0,0,0,"South America","Other"
1970,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,1,0,0,1,"South America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"South America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,-99,0,0,0,"Sub-Saharan Africa","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,1,0,0,1,"South America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1971,0,1,0,5,0,0,0,0,0,0,0,"South America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,1,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,1,1e+05,1e+05,0,"South America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,5,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,2,0,0,0,-99,0,0,0,"Western Europe","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,3,0,0,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,0,0,1,0,0,0,"South America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,4,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"South America","Other"
1971,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,2,2,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,5,0,0,0,6,0,0,6,"South America","Other"
1971,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1971,0,1,0,3,0,2,0,0,0,0,0,"North America","Other"
1971,0,1,0,5,5,0,1,1,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,2,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,8,0,1,0,0,0,0,0,"North America","Other"
1971,0,0,0,3,0,0,2,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,3,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,1,1,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,1,0,0,0,"South America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,4,0,0,0,1,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,4,0,0,3,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,2,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,2,0,0,0,0,0,"North America","Other"
1971,0,1,0,3,0,0,0,1,0,0,1,"South America","Other"
1971,0,1,0,4,0,0,0,1,0,0,1,"Western Europe","Basque Fatherland and Freedom (ETA)"
1971,0,1,0,4,0,0,3,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,1,1,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,4,0,0,2,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,1,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,2,0,1,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,5,5,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,0,0,1,1,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,0,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,0,0,2,0,0,0,-99,0,0,0,"Middle East & North Africa","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Ulster Volunteer Force (UVF)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,3,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1971,0,1,0,4,0,2,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,0,0,0,0,0,0,"Australasia & Oceania","Croatian Nationalists"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Middle East & North Africa","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1971,0,1,0,4,0,15,0,0,0,0,0,"Western Europe","Ulster Volunteer Force (UVF)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"North America","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Basque Fatherland and Freedom (ETA)"
1971,0,1,0,4,0,4,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Other"
1971,0,0,0,4,0,0,1,0,0,0,0,"Western Europe","Other"
1971,0,0,0,4,0,0,3,0,0,0,0,"Western Europe","Other"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Ulster Volunteer Force (UVF)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1971,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1972,0,1,0,4,0,0,0,0,0,0,0,"Middle East & North Africa","Other"
1972,0,1,0,4,0,0,0,1,0,0,1,"Western Europe","Basque Fatherland and Freedom (ETA)"
1972,0,1,0,15,0,0,0,0,0,0,0,"South America","Other"
1972,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1972,0,1,0,4,0,1,0,0,0,0,0,"Western Europe","Irish Republican Army (IRA)"
1972,0,1,0,4,0,0,0,0,0,0,0,"Western Europe","Other"
1972,0,1,0,4,0,26,0,0,0,0,0,"Eastern Europe","Other"
1972,0,1,0,4,0,1,13,0,0,0,0,"North America","Jewish Defense League (JDL)"
1972,0,1,0,4,0,0,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
1972,0,1,0,4,0,1,0,0,0,0,0,"North America","Jewish Defense League (JDL)"
