"iyear","multiple","success","suicide","nperps","nperpcap","nkill","nwound","nhostkid","ransomamt","ransompaid","nreleased","attacktype1_txt","targtype1_txt","natlty1_txt","weaptype1_txt","weapsubtype1_txt","region_txt","gname"
1970,1,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Educational Institution","United States","Incendiary","Arson/Fire","North America","Chicano Liberation Front"
1970,0,1,0,4,2,0,2,0,0,0,0,"Armed Assault","Police","United States","Firearms","Automatic Weapon","North America","Black Panthers"
1970,0,0,0,4,0,0,3,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Nationalists"
1970,1,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Military","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Armed Commandos of Liberation"
1970,1,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Telecommunication","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Armed Commandos of Liberation"
1970,1,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Telecommunication","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Armed Commandos of Liberation"
1970,1,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","Puerto Rico","Explosives/Bombs/Dynamite","Time Fuse","North America","Armed Commandos of Liberation"
1970,0,1,0,3,3,1,1,0,0,0,0,"Armed Assault","Police","United States","Firearms","Automatic Weapon","North America","Black Panthers"
1970,1,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Black Nationalists"
1970,1,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Food or Water Supply","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Nationalists"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Black Nationalists"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Nationalists"
1970,1,1,0,4,0,0,10,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Armed Revolutionary Independence Movement (MIRA)"
1970,1,1,0,4,0,0,1,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Armed Revolutionary Independence Movement (MIRA)"
1970,0,1,0,4,0,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Unknown Gun Type","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","NGO","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,4,0,0,0,0,0,0,"Bombing/Explosion","Telecommunication","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Ku Klux Klan"
1970,0,1,0,4,0,0,2,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Panthers"
1970,0,0,0,1,0,1,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Nationalists"
1970,0,1,0,6,0,0,3,0,0,0,0,"Unarmed Assault","Terrorists/Non-State Militia","West Bank and Gaza Strip","Melee","Blunt Object","North America","Jewish Defense League (JDL)"
1970,0,1,0,2,2,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Black Nationalists"
1970,0,1,0,4,0,0,10,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Black Panthers"
1970,1,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Business","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Black Nationalists"
1970,1,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Business","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Black Nationalists"
1970,0,1,0,6,0,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Handgun","North America","Black Panthers"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Private Citizens & Property","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Black Nationalists"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,0,0,4,0,0,1,0,0,0,0,"Assassination","Private Citizens & Property","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Panthers"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Nationalists"
1970,0,1,0,4,0,0,1,0,0,0,0,"Armed Assault","Police","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Black Nationalists"
1970,0,1,0,4,0,0,20,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Panthers"
1970,0,1,0,4,0,0,3,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Black Nationalists"
1970,0,1,0,1,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Other","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Black Nationalists"
1970,0,1,0,2,2,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Black Nationalists"
1970,0,1,0,4,0,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Handgun","North America","Black Nationalists"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Panthers"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","Soviet Union","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Jewish Defense League (JDL)"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Educational Institution","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Panthers"
1970,0,1,0,4,0,1,1,0,0,0,0,"Armed Assault","Police","United States","Firearms","Unknown Gun Type","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Black Panthers"
1970,0,0,0,1,0,1,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Black Nationalists"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Private Citizens & Property","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","NGO","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Black Nationalists"
1970,0,1,0,2,2,2,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Black Nationalists"
1970,0,1,0,3,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","NGO","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Black Nationalists"
1970,0,0,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","NGO","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Jewish Defense League (JDL)"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,0,0,1,0,0,0,0,0,0,0,"Bombing/Explosion","Utilities","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Black Panthers"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","Brazil","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Sticky Bomb","North America","Black Nationalists"
1970,0,1,0,1,1,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Unknown Gun Type","North America","Black Nationalists"
1970,0,1,0,4,0,4,2,2,0,0,0,"Hostage Taking (Kidnapping)","Government (General)","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Other"
1970,0,1,0,4,0,1,7,0,0,0,0,"Bombing/Explosion","Private Citizens & Property","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Black Panthers"
1970,0,0,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","NGO","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Jewish Defense League (JDL)"
1970,0,1,0,4,0,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Handgun","North America","Black Nationalists"
1970,0,0,0,1,1,0,1,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Panthers"
1970,0,1,0,1,0,1,1,0,0,0,0,"Armed Assault","Police","United States","Firearms","Handgun","North America","Black Panthers"
1970,0,1,0,5,0,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Handgun","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Military","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,0,0,2,0,0,0,-99,0,0,0,"Hijacking","Airports & Aircraft","International","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Jewish Defense League (JDL)"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Private Citizens & Property","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Educational Institution","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,4,0,0,0,0,0,0,"Bombing/Explosion","Telecommunication","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Ku Klux Klan"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Educational Institution","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Educational Institution","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1970,0,1,0,4,0,0,2,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Government (General)","United States","Incendiary","Arson/Fire","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Automatic Weapon","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Religious Figures/Institutions","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Black Liberation Army"
1970,1,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Business","United States","Incendiary","Arson/Fire","North America","Black Nationalists"
1970,1,1,0,16,0,0,2,0,0,0,0,"Armed Assault","Police","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Black Panthers"
1970,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Business","United States","Incendiary","Gasoline or Alcohol","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Armed Commandos of Liberation"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Armed Commandos of Liberation"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Armed Commandos of Liberation"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Armed Commandos of Liberation"
1970,0,1,0,12,0,0,2,0,0,0,0,"Unarmed Assault","Police","United States","Melee","Blunt Object","North America","Black Nationalists"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (Diplomatic)","Dominican Republic","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Armed Commandos of Liberation"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Airports & Aircraft","Soviet Union","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Jewish Defense League (JDL)"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Tourists","Soviet Union","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Jewish Defense League (JDL)"
1970,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Military","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Armed Commandos of Liberation"
1970,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Armed Revolutionary Independence Movement (MIRA)"
1970,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","NGO","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Armed Revolutionary Independence Movement (MIRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","NGO","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Black Nationalists"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (Diplomatic)","Soviet Union","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Jewish Defense League (JDL)"
1971,1,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Educational Institution","United States","Incendiary","Arson/Fire","North America","Black Nationalists"
1971,1,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Educational Institution","United States","Incendiary","Arson/Fire","North America","Black Nationalists"
1971,0,1,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Educational Institution","United States","Incendiary","Arson/Fire","North America","Black Nationalists"
1971,0,1,0,4,0,1,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Handgun","North America","Black Liberation Army"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Black Nationalists"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Educational Institution","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Nationalists"
1971,0,1,0,4,0,1,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Chicano Liberation Front"
1971,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Educational Institution","United States","Explosives/Bombs/Dynamite","Dynamite/TNT","North America","Black Nationalists"
1971,1,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Puerto Rican Nationalists"
1971,1,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Puerto Rican Nationalists"
1971,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Military","United States","Explosives/Bombs/Dynamite","Time Fuse","North America","Puerto Rican Nationalists"
1971,1,0,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Business","United States","Incendiary","Molotov Cocktail/Petrol Bomb","North America","Puerto Rican Nationalists"
1971,1,0,0,4,0,0,0,0,0,0,0,"Facility/Infrastructure Attack","Business","United States","Incendiary","Gasoline or Alcohol","North America","Puerto Rican Nationalists"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Chicano Liberation Front"
1971,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Puerto Rican Nationalists"
1971,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Chicano Liberation Front"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1971,0,1,0,4,4,0,0,0,0,0,0,"Bombing/Explosion","Private Citizens & Property","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Ku Klux Klan"
1971,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1971,0,1,0,2,2,0,0,0,0,0,0,"Facility/Infrastructure Attack","Business","United States","Incendiary","Gasoline or Alcohol","North America","Armed Revolutionary Independence Movement (MIRA)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Weather Underground, Weathermen"
1971,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Police","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Black Liberation Army"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Private Citizens & Property","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Jewish Defense League (JDL)"
1971,0,1,0,3,0,2,0,0,0,0,0,"Armed Assault","Police","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Black Nationalists"
1971,0,1,0,5,5,0,1,1,0,0,0,"Hostage Taking (Kidnapping)","Private Citizens & Property","United States","Firearms","Rifle/Shotgun (non-automatic)","North America","Ku Klux Klan"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Chicano Liberation Front"
1971,0,0,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Puerto Rican Nationalists"
1971,0,1,0,8,0,1,0,0,0,0,0,"Assassination","Violent Political Party","United States","Firearms","Handgun","North America","Black Panthers"
1971,0,0,0,3,0,0,2,0,0,0,0,"Armed Assault","Police","United States","Firearms","Handgun","North America","Black Panthers"
1971,0,1,0,4,0,3,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Armed Commandos of Liberation"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","Soviet Union","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Jewish Defense League (JDL)"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Government (General)","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Chicano Liberation Front"
1971,0,1,0,1,1,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Other Explosive Type","North America","Weather Underground, Weathermen"
1971,0,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Unknown Explosive Type","North America","Chicano Liberation Front"
1971,1,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","North America","Chicano Liberation Front"
1971,1,1,0,4,0,0,0,0,0,0,0,"Bombing/Explosion","Business","United States","Explosives/Bombs/Dynamite","Projectile (rockets, mortars, RPGs, etc.)","North America","Chicano Liberation Front"
